season,participant_id,staff,time,coach_nr_years_head,coach_nr_years_head_alone,coach_nr_years_head_with_ass,coach_nr_years_ass,coach_nr_years_shared_leadership,personality_neurotism,personality_extrovert,personality_openness,personality_agreeableness,personality_conscientiousness,transformational_leadership,shared_leadership_model,shared_leadership_collaboration,shared_leadership_roles,psych_safety,personality_neurotism_1,personality_neurotism_2,personality_neurotism_3,personality_extrovert_1,personality_extrovert_2,personality_extrovert_3,personality_openness_1,personality_openness_2,personality_openness_3,personality_agreeableness_1,personality_agreeableness_2,personality_agreeableness_3,personality_conscientiousness_1,personality_conscientiousness_2,personality_conscientiousness_3,transformational_leadership_1,transformational_leadership_2,transformational_leadership_3,transformational_leadership_4,transformational_leadership_5,transformational_leadership_6,transformational_leadership_7,shared_leadership_1,shared_leadership_2,shared_leadership_3,shared_leadership_4,shared_leadership_5,shared_leadership_6,shared_leadership_7,shared_leadership_8,shared_leadership_9,performance_training,performance_game,role_1,role_2,role_3,collaboration_1,collaboration_2,collaboration_3,collaboration_4,psych_safety_1,psych_safety_2,psych_safety_3,psych_safety_4,psych_safety_5,psych_safety_6,psych_safety_7,basic_needs_autonomy,basic_needs_competence,basic_needs_relatedness,participate_last_year,contact_pre,contact_post,general_experience,performance_collaboration
2022,s979517396,HU18,post,10,10,1,4,0,6,6.333333333333333,3.3333333333333335,3.6666666666666665,3.3333333333333335,3.4285714285714284,2.3333333333333335,2.6666666666666665,2.3333333333333335,3,7,6,5,7,6,6,2,2,6,2,5,4,3,4,3,3,3,4,4,4,3,3,2,2,3,2,3,3,3,2,2,3,3,2,2,2,3,2,2,2,3,2,5,2,4,3,2,1,2,2,NA,NA,NA,NA,NA
2023,NJDU16,DU16,pre,11,8,11,11,3,4.333333333333333,4.666666666666667,4.333333333333333,5.333333333333333,4.666666666666667,4.285714285714286,3.9333333333333336,3.6666666666666665,3.6666666666666665,3.5714285714285716,5,4,4,4,5,5,6,3,4,5,5,6,5,5,4,4,5,4,5,4,4,4,4.2,4.2,3.4000000000000004,3.4000000000000004,4.2,3.4000000000000004,4.2,3.4000000000000004,3.4000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,3,4,4,4,4,3,Ja,7,NA,NA,NA
2023,NJDU16,DU16,post,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.142857142857143,4.733333333333333,2.066666666666667,2.6,2.5714285714285716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,5,4,5,4.2,5,1.8,1.8,2.6,2.6,2.6,2.6,5,5,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,2,3,4,3,1,3,NA,NA,6,4,6
2023,BSDU18,DU18,pre,12,10,5,8,3,3.6666666666666665,5.666666666666667,6,5,6.333333333333333,3.7142857142857144,1.8,3.6666666666666665,3.1333333333333333,4.142857142857143,6,2,3,6,6,5,6,6,6,3,6,6,6,7,6,4,4,3,3,4,4,4,1.8,1.8,1.8,4.2,3.4000000000000004,3.4000000000000004,3.4000000000000004,3.4000000000000004,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,4,4,5,4,3,4,4,Nej,15,NA,NA,NA
2023,BSDU18,DU18,post,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7142857142857144,1.2666666666666666,1.5333333333333332,1.8,2.5714285714285716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,4,4,4,1,1,1.8,1.8,1,1.8,1.8,1,2.6,3,1,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,2,2,3,3,2,2,NA,NA,10,2,2
2023,SDU18,DU18,pre,7,5,3,3,2,1,5.333333333333333,6,6,6.333333333333333,5,3.4000000000000004,3.9333333333333336,3.9333333333333336,4.142857142857143,1,1,1,6,6,4,6,6,6,6,5,7,6,7,6,5,5,5,5,5,5,5,3.4000000000000004,3.4000000000000004,3.4000000000000004,4.2,4.2,3.4000000000000004,3.4000000000000004,4.2,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,3,5,3,4,5,4,5,Ja,NA,NA,NA,NA
2023,SDU18,DU18,post,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.714285714285714,3.4000000000000004,3.9333333333333336,3.9333333333333336,3.142857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,5,5,4,4.2,3.4000000000000004,2.6,3.4000000000000004,4.2,4.2,3.4000000000000004,4.2,4.2,3,3,NA,NA,NA,NA,NA,NA,NA,3,2,4,3,5,2,3,4,4,4,NA,NA,20,4,7
2023,CMHU18,HU16,pre,12,11,1,5,1,6,6,4,4.666666666666667,4.666666666666667,4,3.1333333333333333,3.9333333333333336,3.9333333333333336,3.2857142857142856,7,6,5,7,7,4,3,2,7,2,6,6,6,5,3,4,3,4,4,5,4,4,1.8,3.4000000000000004,4.2,4.2,4.2,3.4000000000000004,4.2,3.4000000000000004,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,4,5,1,4,4,4,4,Ja,100,NA,NA,NA
2023,CMHU18,HU16,post,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.3333333333333335,2.8666666666666667,3.6666666666666665,2.5714285714285716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,2,4,3,1.8,2.6,2.6,2.6,3.4000000000000004,2.6,2.6,4.2,4.2,3,3,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4,4,5,2,3,NA,NA,NA,2,5
2023,CSU20,HU20,pre,46,50,40,15,10,1.6666666666666667,4,3.6666666666666665,4.666666666666667,5.333333333333333,3.857142857142857,4.2,5,5,3.7142857142857144,2,1,2,3,4,5,4,4,3,3,5,6,5,5,6,3,4,4,4,4,4,4,4.2,4.2,4.2,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,1,5,1,5,4,4,5,Ja,30,NA,NA,NA
2023,CSU20,HU20,post,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.142857142857143,5,5,5,3.857142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,1,5,1,5,5,5,5,4,4,5,NA,NA,10,4,9
2023,MLU16,DU16,pre,30,25,5,3,1,3,6.333333333333333,4,4.666666666666667,6,3.857142857142857,3.9333333333333336,2.8666666666666667,2.8666666666666667,3.7142857142857144,3,3,3,6,7,6,5,3,4,4,5,5,6,6,6,4,4,3,3,5,4,4,4.2,3.4000000000000004,4.2,3.4000000000000004,2.6,2.6,3.4000000000000004,2.6,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,4,4,4,4,3,3,Ja,5,NA,NA,NA
2023,MLU16,DU16,post,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.1333333333333333,2.066666666666667,2.866666666666667,4.285714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,5,4,4,3.4000000000000004,2.6,3.4000000000000004,1.8,2.6,1.8,3.4000000000000004,1,4.2,4,5,NA,NA,NA,NA,NA,NA,NA,5,4,5,4,4,4,4,4,3,4,NA,NA,10,3,6
2023,SADU16,DU16,pre,22,10,0,3,0,3.3333333333333335,6.333333333333333,5.333333333333333,5.666666666666667,6,4.714285714285714,3.6666666666666665,4.466666666666666,3.9333333333333336,3.142857142857143,4,3,3,6,6,7,6,4,6,5,6,6,7,6,5,4,5,4,5,5,5,5,4.2,3.4000000000000004,3.4000000000000004,4.2,5,4.2,3.4000000000000004,3.4000000000000004,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,3,4,3,4,4,4,5,Nej,7,NA,NA,NA
2023,SADU16,DU16,post,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.714285714285714,3.4000000000000004,2.6,3.9333333333333336,2.857142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,4,5,5,3.4000000000000004,3.4000000000000004,3.4000000000000004,2.6,2.6,2.6,1.8,5,5,3,4,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,4,2,4,5,5,5,NA,NA,20,5,7
2023,JSDU20,DU20,pre,20,5,9,6,0,4.333333333333333,2,4.666666666666667,5,5,3,3.6666666666666665,4.466666666666666,4.2,4.285714285714286,6,5,2,2,2,2,6,6,2,3,6,6,6,4,5,3,4,2,2,5,2,3,3.4000000000000004,3.4000000000000004,4.2,5,4.2,4.2,3.4000000000000004,5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,5,4,4,5,5,5,Nej,20,NA,NA,NA
2023,JSDU20,DU20,post,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5714285714285716,2.6,4.2,3.9333333333333336,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,4,5,3,3,3.4000000000000004,1.8,2.6,4.2,4.2,4.2,3.4000000000000004,4.2,4.2,3,3,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,4,5,NA,NA,15,5,8
2023,SBHU18,HU18,pre,16,2,14,10,1,2.6666666666666665,6.333333333333333,5,5.666666666666667,6,4.428571428571429,2.3333333333333335,5,4.466666666666667,4.142857142857143,1,1,6,5,7,7,5,5,5,5,6,6,6,6,6,4,5,5,5,3,5,4,2.6,2.6,1.8,5,5,5,4.2,4.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,5,1,4,4,4,5,Ja,25180564658,NA,NA,NA
2023,JSHU18,HU18,pre,4,0,4,3,1,4.333333333333333,5,6.333333333333333,4.333333333333333,5,4.857142857142857,3.9333333333333336,4.733333333333333,4.2,4.285714285714286,6,5,2,6,6,3,6,7,6,3,5,5,6,5,4,5,5,5,5,5,5,4,4.2,4.2,3.4000000000000004,5,5,4.2,3.4000000000000004,5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,1,4,4,4,5,Ja,"Ingen aning, många",NA,NA,NA
2023,JSHU18,HU18,post,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.571428571428571,3.6666666666666665,5,4.733333333333333,4.857142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,5,5,5,3.4000000000000004,4.2,3.4000000000000004,5,5,5,5,4.2,5,4,4,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,4,4,5,5,NA,NA,20,5,8
2023,AKHU18,HU18,pre,6,2,0,4,1,1.6666666666666667,3.3333333333333335,3.6666666666666665,3.6666666666666665,6,4,1.2666666666666666,3.9333333333333336,3.1333333333333333,3.857142857142857,3,1,1,4,3,3,5,2,4,3,2,6,6,6,6,4,5,4,3,4,5,3,1,1.8,1,5,3.4000000000000004,3.4000000000000004,2.6,3.4000000000000004,3.4000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,4,5,2,2,3,3,4,Nej,20,NA,NA,NA
2023,AKHU18,HU18,post,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.428571428571429,1,3.4000000000000004,2.866666666666667,3.857142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,4,5,5,5,1,1,1,3.4000000000000004,4.2,2.6,1.8,3.4000000000000004,3.4000000000000004,4,4,NA,NA,NA,NA,NA,NA,NA,3,3,5,4,4,5,3,4,2,3,NA,NA,100,2,6
2023,OMHU18,HU18,pre,10,4,5,7,1,2.3333333333333335,6.666666666666667,6.333333333333333,6.333333333333333,5.333333333333333,4.428571428571429,4.733333333333333,5,5,4.428571428571429,3,2,2,7,7,6,7,6,6,6,6,7,6,7,3,5,5,5,5,4,4,3,4.2,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,5,5,5,5,5,5,5,Ja,10,NA,NA,NA
2023,OMHU18,HU18,post,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.466666666666666,5,5,4.857142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,4.2,5,4.2,5,5,5,5,5,5,4,3,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,5,5,5,5,5,5,NA,NA,30,5,9
2023,KVU20,HU20,pre,9,8,1,2,1,3.3333333333333335,5.666666666666667,4.666666666666667,5,5.666666666666667,4.428571428571429,4.2,4.733333333333333,3.9333333333333336,4.571428571428571,4,2,4,6,6,5,5,5,4,5,3,7,6,6,5,4,5,5,5,4,4,4,4.2,4.2,4.2,5,5,4.2,2.6,4.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,5,5,3,4,4,5,Ja,7,NA,NA,NA
2023,KVU20,HU20,post,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.142857142857143,4.2,5,4.2,4.428571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,3,4,4,4.2,4.2,4.2,5,5,5,4.2,4.2,4.2,4,5,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,4,5,4,3,4,5,NA,NA,0,4,9
2023,HLU20,HU20,pre,18,6,6,12,1,2.6666666666666665,3.6666666666666665,3.6666666666666665,6.333333333333333,5.333333333333333,3.857142857142857,3.4000000000000004,5,4.733333333333333,4.857142857142857,1,1,6,4,5,2,4,2,5,6,6,7,6,6,4,5,4,4,4,3,3,4,4.2,2.6,3.4000000000000004,5,5,5,4.2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,5,5,5,4,5,5,Ja,10,NA,NA,NA
2023,HLU20,HU20,post,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7142857142857144,3.1333333333333333,4.733333333333333,3.9333333333333336,4.428571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,3,4,4,3.4000000000000004,2.6,3.4000000000000004,5,5,4.2,3.4000000000000004,4.2,4.2,4,4,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,4,5,4,4,4,5,NA,NA,8,4,9
2023,PNU20,HU20,pre,20,8,12,6,1,2,5.666666666666667,3.6666666666666665,5.333333333333333,5,3.5714285714285716,3.4000000000000004,4.466666666666666,3.9333333333333336,4.571428571428571,2,2,2,5,6,6,5,3,3,4,6,6,5,4,6,3,4,4,3,3,4,4,3.4000000000000004,3.4000000000000004,3.4000000000000004,4.2,5,4.2,3.4000000000000004,4.2,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,5,5,5,5,4,5,Ja,20,NA,NA,NA
2023,PNU20,HU20,post,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.6,4.466666666666666,3.9333333333333336,4.428571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,2.6,2.6,2.6,4.2,5,4.2,3.4000000000000004,4.2,4.2,3,4,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,5,5,4,4,4,5,NA,NA,10,4,8
2023,WBHU16,HU16,pre,11,7,2,5,1,2.3333333333333335,4,3,5.666666666666667,4.333333333333333,3.2857142857142856,3.4,5,4.466666666666666,4.142857142857143,2,2,3,3,4,5,3,3,3,5,6,6,5,4,4,3,4,3,3,4,2,4,2.6,3.4000000000000004,4.2,5,5,5,4.2,5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,5,5,4,4,5,5,Ja,100,NA,NA,NA
2023,WBHU16,HU16,post,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5714285714285716,3.6666666666666665,4.2,4.2,4.428571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,3,4,3,4.2,3.4000000000000004,3.4000000000000004,4.2,4.2,4.2,4.2,4.2,4.2,3,3,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,5,5,4,4,5,5,NA,NA,25,4,10
2023,EUHU16,HU16,pre,11,6,2,8,7,1.3333333333333333,6.333333333333333,5.333333333333333,4.666666666666667,6.666666666666667,4.428571428571429,3.9333333333333336,5,5,4.428571428571429,2,1,1,7,7,5,7,2,7,2,5,7,7,6,7,4,5,5,5,4,3,5,4.2,2.6,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,2,4,3,5,5,Ja,100,NA,NA,NA
2023,EUHU16,HU16,post,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.714285714285714,4.2,3.9333333333333336,3.4,3.857142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,4,5,5,4.2,5,3.4000000000000004,4.2,4.2,3.4000000000000004,5,2.6,2.6,2,3,NA,NA,NA,NA,NA,NA,NA,5,5,2,5,5,3,2,2,3,3,NA,NA,50,4,9
2023,PRU18,DU18,pre,40,40,20,3,1,2.3333333333333335,3.6666666666666665,4.333333333333333,5,5.333333333333333,4.285714285714286,3.6666666666666665,4.2,4.2,4.285714285714286,2,2,3,3,4,4,5,5,3,6,5,4,5,6,5,5,5,4,4,4,4,4,4.2,3.4000000000000004,3.4000000000000004,4.2,4.2,4.2,4.2,4.2,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,5,4,4,5,5,5,Ja,40,NA,NA,NA
2023,PRU18,DU18,post,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.8666666666666667,2.6,2.866666666666667,3.5714285714285716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,2.6,3.4000000000000004,2.6,2.6,2.6,2.6,2.6,2.6,3.4000000000000004,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,5,3,3,4,4,4,4,4,NA,NA,50,4,5
2023,dnu18,DU18,pre,15,20,2,5,2,1,4,5.333333333333333,5,3.3333333333333335,4.285714285714286,1.8,3.6666666666666665,3.6666666666666665,4.142857142857143,1,1,1,3,4,5,5,5,6,3,6,6,4,3,3,4,5,5,5,4,4,3,2.6,1.8,1,4.2,3.4000000000000004,3.4000000000000004,2.6,5,3.4000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,4,4,4,3,4,3,4,Ja,12,NA,NA,NA
2023,prdu16,DU16,pre,15,0,10,5,15,2.6666666666666665,6.333333333333333,5,5,6.333333333333333,4.428571428571429,2.066666666666667,2.6,3.1333333333333333,4.142857142857143,6,1,1,6,7,6,4,4,7,5,4,6,6,6,7,5,5,5,5,4,5,2,1.8,1.8,2.6,2.6,2.6,2.6,4.2,2.6,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,3,5,5,5,4,2,3,Nej,78,NA,NA,NA
2023,prdu16,DU16,post,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.1333333333333333,1.5333333333333332,2.6,3.5714285714285716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,3.4000000000000004,2.6,3.4000000000000004,1,1.8,1.8,1.8,1.8,4.2,3,4,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,4,1,3,4,4,2,NA,NA,25,2,2
2023,Idu20,DU20,pre,5,0,1,2,5,3.3333333333333335,6,5.333333333333333,6,5.666666666666667,3.7142857142857144,3.9333333333333336,5,4.466666666666666,4.857142857142857,2,5,3,6,6,6,5,6,5,6,6,6,5,6,6,4,4,4,4,3,3,4,4.2,3.4000000000000004,4.2,5,5,5,5,4.2,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,5,5,5,5,5,5,Nej,40,NA,NA,NA
2023,Idu20,DU20,post,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.428571428571429,3.9333333333333336,4.733333333333333,3.9333333333333336,4.571428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,4,4,4,4.2,3.4000000000000004,4.2,5,5,4.2,5,3.4000000000000004,3.4000000000000004,3,2,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,5,5,4,4,4,5,NA,NA,NA,5,8
2023,JAHU16,HU16,pre,9,2,6,7,3,2.6666666666666665,6,3.3333333333333335,3.6666666666666665,5.666666666666667,3.857142857142857,4.466666666666666,5,5,4.285714285714286,2,3,3,6,6,6,5,2,3,4,2,5,7,5,5,4,4,4,5,3,4,3,5,4.2,4.2,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,5,2,4,5,4,5,Ja,15,NA,NA,NA
2023,JAHU16,HU16,post,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.142857142857143,2.3333333333333335,2.8666666666666667,3.9333333333333336,4.142857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,3,5,4,2.6,1.8,2.6,1.8,4.2,2.6,1.8,5,5,3,2,NA,NA,NA,NA,NA,NA,NA,3,5,2,5,5,5,4,5,4,5,NA,NA,500,3,6
2023,Tdu20,DU20,pre,7,4,4,3,3,3,4.666666666666667,5.333333333333333,6,6.666666666666667,4.857142857142857,4.2,4.466666666666666,4.2,3.4285714285714284,6,1,2,4,4,6,5,5,6,6,5,7,6,7,7,5,5,5,5,4,5,5,4.2,4.2,4.2,5,4.2,4.2,4.2,4.2,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,4,1,4,3,3,4,4,Nej,7,NA,NA,NA
